municipio_112cv,id_zona_previfoc,icv_cod_ine_mun,icv_nom_mun,icv_nom_mun_cas,icv_nom_mun_val,icv_noms_mun,match_method,match_fields,alias_reason,review_status,review_categories,review_note
Guardamar del Segura,59,03076,Guardamar del Segura,Guardamar del Segura,Guardamar del Segura,Guardamar del Segura,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Gátova,56,46902,Gátova,Gátova,Gátova,Gátova,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Herbers,53,12068,Herbers,Herbers,Herbers,Herbers,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Higueras,54,12069,Higueras,Higueras,Higueras,Higueras,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Higueruelas,56,46141,Higueruelas,Higueruelas,Higueruelas,Higueruelas,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Hondón de los Frailes,59,03078,Hondón de los Frailes,Hondón de los Frailes,Hondón de los Frailes,Hondón de los Frailes,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Ibi,58,03079,Ibi,Ibi,Ibi,Ibi,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Jacarilla,59,03080,Jacarilla,Jacarilla,Jacarilla,Jacarilla,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Jalance,56,46142,Jalance,Jalance,Jalance,Jalance,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Jana, la",55,12070,la Jana,la Jana,la Jana,la Jana,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Jarafuel,56,46144,Jarafuel,Jarafuel,Jarafuel,Jarafuel,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Jérica,54,12071,Jérica,Jérica,Jérica,Jérica,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Llanera de Ranes,58,46154,Llanera de Ranes,Llanera de Ranes,Llanera de Ranes,Llanera de Ranes,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Llaurí,58,46155,Llaurí,Llaurí,Llaurí,Llaurí,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Llocnou d'En Fenollet,58,46151,Llocnou d'En Fenollet,Llocnou d'En Fenollet,Llocnou d'En Fenollet,Llocnou d'En Fenollet,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Llocnou de la Corona,57,46152,Llocnou de la Corona,Llocnou de la Corona,Llocnou de la Corona,Llocnou de la Corona,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Llocnou de Sant Jeroni,58,46153,Llocnou de Sant Jeroni,Llocnou de Sant Jeroni,Llocnou de Sant Jeroni,Llocnou de Sant Jeroni,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Llombai,56,46156,Llombai,Llombai,Llombai,Llombai,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Llosa de Ranes, la",58,46157,la Llosa de Ranes,la Llosa de Ranes,la Llosa de Ranes,la Llosa de Ranes,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
"Llosa, la",55,12074,la Llosa,la Llosa,la Llosa,la Llosa,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Llucena/Lucena del Cid,54,12072,Llucena,Lucena del Cid,Llucena,Llucena/Lucena del Cid,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
Llutxent,58,46150,Llutxent,Llutxent,Llutxent,Llutxent,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Llíber,58,03085,Llíber,Llíber,Llíber,Llíber,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Llíria,56,46147,Llíria,Llíria,Llíria,Llíria,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Loriguilla,56,46148,Loriguilla,Loriguilla,Loriguilla,Loriguilla,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Losa del Obispo,56,46149,Losa del Obispo,Losa del Obispo,Losa del Obispo,Losa del Obispo,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Ludiente,54,12073,Ludiente,Ludiente,Ludiente,Ludiente,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Macastre,56,46158,Macastre,Macastre,Macastre,Macastre,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Manises,56,46159,Manises,Manises,Manises,Manises,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Manuel,58,46160,Manuel,Manuel,Manuel,Manuel,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Marines,56,46161,Marines,Marines,Marines,Marines,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Massalavés,56,46162,Massalavés,Massalavés,Massalavés,Massalavés,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Massalfassar,57,46163,Massalfassar,Massalfassar,Massalfassar,Massalfassar,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Massamagrell,57,46164,Massamagrell,Massamagrell,Massamagrell,Massamagrell,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Massanassa,57,46165,Massanassa,Massanassa,Massanassa,Massanassa,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Mata de Morella, la",53,12075,la Mata de Morella,la Mata de Morella,la Mata de Morella,la Mata de Morella,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Matet,54,12076,Matet,Matet,Matet,Matet,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Meliana,57,46166,Meliana,Meliana,Meliana,Meliana,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Millares,56,46167,Millares,Millares,Millares,Millares,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Millena,58,03086,Millena,Millena,Millena,Millena,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Miramar,58,46168,Miramar,Miramar,Miramar,Miramar,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Mislata,57,46169,Mislata,Mislata,Mislata,Mislata,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Moixent/Mogente,58,46170,Moixent,Mogente,Moixent,Moixent/Mogente,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
Moncada,57,46171,Montcada,Moncada,Montcada,Montcada/Moncada,exact_variant,nom_mun_cas;nom_mun_cas_a,,automatic,,
Moncofa,55,12077,Moncofa,Moncofa,Moncofa,Moncofa,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Monforte del Cid,59,03088,Monforte del Cid,Monforte del Cid,Monforte del Cid,Monforte del Cid,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Montanejos,54,12079,Montanejos,Montanejos,Montanejos,Montanejos,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Montaverner,58,46173,Montaverner,Montaverner,Montaverner,Montaverner,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Montesa,58,46174,Montesa,Montesa,Montesa,Montesa,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Montesinos, Los",59,03903,Los Montesinos,Los Montesinos,Los Montesinos,Los Montesinos,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Montitxelvo/Montichelvo,58,46175,Montitxelvo,Montichelvo,Montitxelvo,Montitxelvo/Montichelvo,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
Montroi/Montroy,56,46176,Montroi,Montroi,Montroy,Montroi/Montroy,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
Montserrat,56,46172,Montserrat,Montserrat,Montserrat,Montserrat,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Montán,54,12078,Montán,Montán,Montán,Montán,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Monòver/Monóvar,58,03089,Monòver,Monóvar,Monòver,Monòver/Monóvar,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
Morella,53,12080,Morella,Morella,Morella,Morella,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Murla,58,03091,Murla,Murla,Murla,Murla,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Muro de Alcoy,58,03092,Muro de Alcoy,Muro de Alcoy,Muro de Alcoy,Muro de Alcoy,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Museros,57,46177,Museros,Museros,Museros,Museros,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Mutxamel,59,03090,Mutxamel,Mutxamel,Mutxamel,Mutxamel,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Navajas,54,12081,Navajas,Navajas,Navajas,Navajas,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Navarrés,56,46179,Navarrés,Navarrés,Navarrés,Navarrés,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Novelda,59,03093,Novelda,Novelda,Novelda,Novelda,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Novetlè/Novelé,58,46180,Novetlè,Novetlè,Novetlè,Novetlè,alias,alias_file,El 112CV publica una forma bilingüe y el ICV solo conserva Novetlè en sus variantes nominales.,reviewed,bilingual;alias,Excepción contrastada con el código y las variantes ICV; motivo detallado en municipality_aliases.json.
"Nucia, la",58,03094,la Nucia,la Nucia,la Nucia,la Nucia,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Nules,55,12082,Nules,Nules,Nules,Nules,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Nàquera/Náquera,56,46178,Nàquera,Náquera,Nàquera,Nàquera/Náquera,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
Oliva,58,46181,Oliva,Oliva,Oliva,Oliva,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Olleria, l'",58,46183,l'Olleria,l'Olleria,l'Olleria,l'Olleria,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Olocau,56,46182,Olocau,Olocau,Olocau,Olocau,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Olocau del Rey,53,12083,Olocau del Rey,Olocau del Rey,Olocau del Rey,Olocau del Rey,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Onda,54,12084,Onda,Onda,Onda,Onda,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Ondara,58,03095,Ondara,Ondara,Ondara,Ondara,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Onil,58,03096,Onil,Onil,Onil,Onil,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Ontinyent,58,46184,Ontinyent,Ontinyent,Ontinyent,Ontinyent,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Orba,58,03097,Orba,Orba,Orba,Orba,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Orihuela,59,03099,Orihuela,Orihuela,Orihuela,Orihuela,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Orpesa/Oropesa del Mar,55,12085,Orpesa,Oropesa del Mar,Orpesa,Orpesa/Oropesa del Mar,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
"Orxa, l'/Lorcha",58,03084,l'Orxa,Lorcha,l' Orxa,l'Orxa/Lorcha,alias,alias_file,El 112CV pospone el artículo apostrofado; el ICV lo antepone en la forma bilingüe.,reviewed,bilingual;postposed_article;alias,Excepción contrastada con el código y las variantes ICV; motivo detallado en municipality_aliases.json.
Orxeta,58,03098,Orxeta,Orxeta,Orxeta,Orxeta,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Otos,58,46185,Otos,Otos,Otos,Otos,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Paiporta,57,46186,Paiporta,Paiporta,Paiporta,Paiporta,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Palanques,53,12087,Palanques,Palanques,Palanques,Palanques,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Palma de Gandía,58,46187,Palma de Gandía,Palma de Gandía,Palma de Gandía,Palma de Gandía,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Palmera,58,46188,Palmera,Palmera,Palmera,Palmera,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Palomar, el",58,46189,el Palomar,el Palomar,el Palomar,el Palomar,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Parcent,58,03100,Parcent,Parcent,Parcent,Parcent,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Paterna,56,46190,Paterna,Paterna,Paterna,Paterna,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Pavías,54,12088,Pavías,Pavías,Pavías,Pavías,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Pedralba,56,46191,Pedralba,Pedralba,Pedralba,Pedralba,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Pedreguer,58,03101,Pedreguer,Pedreguer,Pedreguer,Pedreguer,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Pego,58,03102,Pego,Pego,Pego,Pego,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Penàguila,58,03103,Penàguila,Penàguila,Penàguila,Penàguila,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Peníscola/Peñíscola,55,12089,Peníscola,Peñíscola,Peníscola,Peníscola/Peñíscola,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
